Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2,Năm,Tháng,Ngày,Ngày/Tháng/Năm
"cầu am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,9 m,3.8 m,"72,26 triệu/m²",2020,8,4,4/8/2020
"Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,9 m,3.8 m,"45,71 triệu/m²",2020,8,4,4/8/2020
"Đường Ngọc Hà||275, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,20 m²,9 m,3.8 m,125 triệu/m²,2020,8,4,4/8/2020
"Đường Tạ Uyên, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,9 m,3.8 m,"53,33 triệu/m²",2020,8,4,4/8/2020
"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,25 m²,9 m,3.8 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,50 m²,9 m,3.8 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Bùi Huy Bích, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,9 m,3.8 m,120 triệu/m²,2020,8,4,4/8/2020
"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,9 m,4 m,"97,06 triệu/m²",2020,8,4,4/8/2020
"Đường Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,42 m²,9 m,3.5 m,"102,38 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,9 m,3.5 m,"102,94 triệu/m²",2020,8,4,4/8/2020
"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,30 m²,9 m,3.5 m,"98,33 triệu/m²",2020,8,4,4/8/2020
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,46 m²,9 m,3.5 m,"110,87 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,38 m²,9 m,3.5 m,"92,11 triệu/m²",2020,8,4,4/8/2020
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,9 m,3.5 m,"76,19 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,35 m²,9 m,3.5 m,"88,57 triệu/m²",2020,8,4,4/8/2020
"Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,9 m,3.5 m,"86,05 triệu/m²",2020,8,4,4/8/2020
"Hoàng Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,9 m,3.5 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,9 m,3.5 m,"83,33 triệu/m²",2020,8,4,4/8/2020
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,75 m²,9 m,3.5 m,"119,87 triệu/m²",2020,8,4,4/8/2020
"Đường Hòa Bình||1785, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,9 m,4.6 m,"40,28 triệu/m²",2020,8,4,4/8/2020
"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35.21 m²,9 m,4.6 m,"41,43 triệu/m²",2020,8,4,4/8/2020
Đường Lưu Hữu Phước,Quận Nam Từ Liêm,Phường Mỹ Đình 1,Nhà biệt thự,Đã có sổ,4,6 phòng,138 m²,9 m,12 m,"177,54 triệu/m²",2020,8,4,4/8/2020
"hòa bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,9 m,5.6 m,"40,5 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Phi Yến, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,9 m,5.6 m,"53,33 triệu/m²",2020,8,4,4/8/2020
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,36 m²,9 m,4 m,"69,44 triệu/m²",2020,8,4,4/8/2020
"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,25 m²,9 m,4 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,80 m²,18 m,4.5 m,175 triệu/m²,2020,8,4,4/8/2020
"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,12 m,4 m,"60,47 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,12 m,4 m,"88,16 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Nhị, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,41 m²,12 m,4 m,"104,88 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Hòa||1925, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,12 m,3.8 m,40 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Lân||671, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,12 m,3.8 m,136 triệu/m²,2020,8,4,4/8/2020
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,26 m²,12 m,7 m,"101,92 triệu/m²",2020,8,4,4/8/2020
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,11 m,4.2 m,"63,83 triệu/m²",2020,8,4,4/8/2020
"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,50 m²,11 m,4.2 m,104 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,44 m²,7 m,7 m,"161,36 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,44 m²,9 m,5 m,"164,77 triệu/m²",2020,8,4,4/8/2020
"hậu khuông, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,1 phòng,30 m²,9 m,5 m,"53,33 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,33 m²,9 m,5 m,"84,24 triệu/m²",2020,8,4,4/8/2020
"phan đình giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,5 m,"81,43 triệu/m²",2020,8,4,4/8/2020
ngõ 252/7 ngọc thuỵ long biên,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,9 m,4 m,"88,89 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Ngưu, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,32 m²,9 m,4 m,"86,88 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,Nhà phố liền kề,Đã có sổ,4,4 phòng,76 m²,16.55 m,4.6 m,"117,11 triệu/m²",2020,8,4,4/8/2020
"66, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,16.55 m,4.6 m,"72,5 triệu/m²",2020,8,4,4/8/2020
"Đường Phố Lụa, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,3 m²,16.55 m,4.6 m,810 triệu/m²,2020,8,4,4/8/2020
"Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,48 m²,16.55 m,4.6 m,"143,75 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,65 m²,13 m,5 m,102 triệu/m²,2020,8,4,4/8/2020
"Đường Quang Trung||1869, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,8 m,4 m,"65,15 triệu/m²",2020,8,4,4/8/2020
"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,42 m²,8 m,4 m,175 triệu/m²,2020,8,4,4/8/2020
"Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,8 m,4 m,75 triệu/m²,2020,8,4,4/8/2020
"Thanh Xuân, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,44 m²,8 m,4 m,"127,27 triệu/m²",2020,8,4,4/8/2020
"Đường Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40.22 m²,8 m,4 m,"41,25 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Hòa||927, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,58 m²,8 m,4 m,"75,86 triệu/m²",2020,8,4,4/8/2020
"Đường Khương Đình||655, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,26 m²,7 m,4 m,"101,92 triệu/m²",2020,8,4,4/8/2020
"trịnh đình cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,30 m²,7 m,4 m,"146,67 triệu/m²",2020,8,4,4/8/2020
"HOÀNG ĐẠO THÀNH, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,42 m²,7 m,4 m,"123,81 triệu/m²",2020,8,4,4/8/2020
"Đường Trung Phụng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,22 m²,4.2 m,5 m,"113,64 triệu/m²",2020,8,4,4/8/2020
"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,18 m²,4.2 m,5 m,"69,44 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Việt Hưng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,65 m²,14 m,5 m,"115,38 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5 phòng,75 m²,14 m,5 m,"313,33 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,25 m²,14 m,5 m,96 triệu/m²,2020,8,4,4/8/2020
"Đường Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,14 m,4 m,64 triệu/m²,2020,8,4,4/8/2020
"Đường Phan Đình Giót, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,14 m,4 m,75 triệu/m²,2020,8,4,4/8/2020
"Đường Minh Khai, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,46 m²,14 m,4 m,"61,96 triệu/m²",2020,8,4,4/8/2020
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,45 m²,1430 m,3500 m,"173,33 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,1430 m,3.65 m,"55,94 triệu/m²",2020,8,4,4/8/2020
"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,1430 m,3.8 m,"67,65 triệu/m²",2020,8,4,4/8/2020
"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,nhiều hơn 10 phòng,80 m²,1430 m,3.8 m,"103,75 triệu/m²",2020,8,4,4/8/2020
"La khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,31 m²,7 m,4.6 m,"66,13 triệu/m²",2020,8,4,4/8/2020
"Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,11 m,4 m,"97,67 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,11 m,4 m,"101,56 triệu/m²",2020,8,4,4/8/2020
"816D, Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32.22 m²,11 m,4 m,"55,94 triệu/m²",2020,8,4,4/8/2020
"Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,11 m,4 m,"79,73 triệu/m²",2020,8,4,4/8/2020
"Đường Bùi Xương Trạch, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,11 m,4 m,"78,57 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,11 m,4 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Quang Trung, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,58 m²,9 m,6.5 m,"43,97 triệu/m²",2020,8,4,4/8/2020
"Huyền Kỳ, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,9 m,6.5 m,"52,81 triệu/m²",2020,8,4,4/8/2020
"ngô gia tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5 phòng,90 m²,30 m,3 m,"84,44 triệu/m²",2020,8,4,4/8/2020
"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,30 m,3 m,"76,09 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,44 m²,30 m,3 m,"70,45 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,40 m²,30 m,3 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,30 m,3 m,"95,71 triệu/m²",2020,8,4,4/8/2020
"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,30 m,3 m,"81,82 triệu/m²",2020,8,4,4/8/2020
"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,30 m,3 m,"95,74 triệu/m²",2020,8,4,4/8/2020
"Đường Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,30 m,3 m,"81,82 triệu/m²",2020,8,4,4/8/2020
"Đường 6, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,Thị trấn Chúc Sơn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,82 m²,30 m,3 m,"23,78 triệu/m²",2020,8,4,4/8/2020
"Đường Trung Phụng||459, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,8,3 phòng,25 m²,30 m,3 m,96 triệu/m²,2020,8,4,4/8/2020
"khương đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,30 m,3 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,47 m²,30 m,3 m,"63,83 triệu/m²",2020,8,4,4/8/2020
"Ngõ 93, Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,45 m²,30 m,4.5 m,"73,33 triệu/m²",2020,8,4,4/8/2020
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,30 m,4.5 m,"120,91 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,30 m,4.5 m,"86,25 triệu/m²",2020,8,4,4/8/2020
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,53 m²,30 m,4.5 m,"67,17 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn||1804, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,30 m,6.3 m,"62,86 triệu/m²",2020,8,4,4/8/2020
"86, Đường Kiêu Kỵ, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Kiêu Kỵ,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1 phòng,86 m²,15 m,6 m,"37,79 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn||663, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,41 m²,15 m,6 m,"134,15 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,35 m²,15 m,4 m,"71,43 triệu/m²",2020,8,4,4/8/2020
"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,52 m²,15 m,4 m,"46,15 triệu/m²",2020,8,4,4/8/2020
"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,50 m²,15 m,4 m,93 triệu/m²,2020,8,4,4/8/2020
"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,3.46 m,"65,14 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,49 m²,9 m,3.46 m,"74,49 triệu/m²",2020,8,4,4/8/2020
"Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,9 m,3.46 m,"73,44 triệu/m²",2020,8,4,4/8/2020
